"Product Name","Link",
"Dyson Pure Cool Link Tower WiFi-Enabled Air Purifier, TP03 (White/Silver)","/gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_browse_kitchen_sr_pg25_1?ie=UTF8&adId=A07284451126A8YLN6781&url=%2FDyson-Tower-WiFi-Enabled-Purifier-Silver%2Fdp%2FB078RBFG6G%2Fref%3Dsr_1_395_sspa%3Fdchild%3D1%26qid%3D1592568312%26s%3Dkitchen%26sr%3D1-395-spons%26psc%3D1&qualifier=1592568312&id=5885710501648343&widgetName=sp_mtf_browse"
"Dyson Pure Cool Air Purifier (Advanced Technology), Wi-fi & Bluetooth Enabled, Tower TP04 (Black/Nickel)","/gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_browse_kitchen_sr_pg25_2?ie=UTF8&adId=A078294511GJYOSZ5OKJV&url=%2FDyson-Purifier-Technology-Bluetooth-TP04%2Fdp%2FB07SLL1VK4%2Fref%3Dsr_1_396_sspa%3Fdchild%3D1%26qid%3D1592568312%26s%3Dkitchen%26sr%3D1-396-spons%26psc%3D1&qualifier=1592568312&id=5885710501648343&widgetName=sp_mtf_browse"
"GLEN AIR PURIFIER GL 6033","/GLEN-AIR-PURIFIER-GL-6033/dp/B077VM392T/ref=sr_1_397?dchild=1&qid=1592568312&s=kitchen&sr=1-397"
"Eveready AP430 65-Watt Air Purifier with HEPA Filter (White)","/Eveready-AP430-65-Watt-Purifier-Filter/dp/B06XH2SR4J/ref=sr_1_398?dchild=1&qid=1592568312&s=kitchen&sr=1-398"
"Blueair Smokestop Filter for 400 Series Air Purifier","/Blueair-Smokestop-Filter-400-Purifier/dp/B01N5J5GIC/ref=sr_1_399?dchild=1&qid=1592568312&s=kitchen&sr=1-399"
"Blueair Classic 680i, 72 sq.mtrs, WiFi Enabled & in Built sensors, 100 Watt, White Colour","/Blueair-680-Feet-Purifier-Classic/dp/B01MSIYDKP/ref=sr_1_400?dchild=1&qid=1592568312&s=kitchen&sr=1-400"
"Prestige Clean Home Series Pap 2.0 Air Purifier (White/Red)","/Prestige-Clean-PAP-2-0-purifier/dp/B01EVFF2ZC/ref=sr_1_401?dchild=1&qid=1592568312&s=kitchen&sr=1-401"
"Moso Natural Air Purifying Bag (500 g)","/Moso-Natural-Purifying-Naturally-Pollutants/dp/B005HF9B26/ref=sr_1_402?dchild=1&qid=1592568312&s=kitchen&sr=1-402"
"Renew Air Activated Coconut Charcoal Natural Air Purifier for Cars, Bathrooms, Kitchen and Living Area, 100g, Earthy Brown","/Renew-Air-Activated-Charcoal-Bathrooms/dp/B0839H7H5Z/ref=sr_1_403?dchild=1&qid=1592568312&s=kitchen&sr=1-403"
"Sharp Air Purifier with Humidifier for Homes, Rooms, Office | Active Plasmacluster Technology | True HEPA & Activated Carbon Filter | Manages ideal humidity | Humidity & Temperature Sensor","/Sharp-KC-G40M-W-Purifier-Humidifying-Function/dp/B07MFD4RJM/ref=sr_1_404?dchild=1&qid=1592568312&s=kitchen&sr=1-404"
"TruSens Z-3000 Air Purifier | Remote SensorPod | 360 HEPA Filtration with Dupont Filter | UV Light Sterilization Kills Bacteria Germs Odor Allergens in Home | Dual Airflow for Full Coverage (Large)","/gp/slredirect/picassoRedirect.html/ref=pa_sp_btf_browse_kitchen_sr_pg25_1?ie=UTF8&adId=A10270163VKRZ9Z7VD3QO&url=%2FTruSens-SensorPod-Filtration-Sterilization-Allergens%2Fdp%2FB07W3NJ8X8%2Fref%3Dsr_1_405_sspa%3Fdchild%3D1%26qid%3D1592568312%26s%3Dkitchen%26sr%3D1-405-spons%26psc%3D1&qualifier=1592568312&id=5885710501648343&widgetName=sp_btf_browse"
"TruSens Z-2000 Air Purifier | Remote SensorPod | 360 HEPA Filtration with Dupont Filter | UV Light Sterilization Kills Bacteria Germs Odor Allergens in Home | Dual Airflow for Full Coverage (Medium)","/gp/slredirect/picassoRedirect.html/ref=pa_sp_btf_browse_kitchen_sr_pg25_2?ie=UTF8&adId=A08587391LE3EE7FP09ZW&url=%2FTruSens-SensorPod-Filtration-Sterilization-Allergens%2Fdp%2FB07W8J3BCW%2Fref%3Dsr_1_406_sspa%3Fdchild%3D1%26qid%3D1592568312%26s%3Dkitchen%26sr%3D1-406-spons%26psc%3D1&qualifier=1592568312&id=5885710501648343&widgetName=sp_btf_browse"
